survey_timestamp,participant_class,college ,department,Gender,race,computer_user_type,pc/laptop,purchase_year,screen_size,screen_size_other,warranty,webcam,computer_rating,computer_model,computer_ownership,os,os_version,processor,memory,harddisk,data_sizein_computer,data_backup,backup_method,external_backup_disk_brand,cloud_brand,backup_freq,automatic_backup,loss_of_data,have-secondary_computer,secondary_primary_sync,have_smartphone,smartphone_brand,smartphone_model,have_smartwatch,smartwatch_brand,smartwatch_model,confidence_level_on_sw_installation,internet_speed,internet_connection_reliability,Completion_status
7/28/2020 14:08,Freshman,College of Liberal Arts and Social Sciences,Psychology,Female,African American,Standard User [document writing/email/web],Laptop,2018,13'',,No,Built-in to my computer,Excellent,Apple Macbook Air,Own,Mac OS,Mojave,Intel Core i5,8 GB,128 GB,100 GB - 500 GB,No,,,,,,No,No,,Yes,iPhone,iPhone 11,No,,,Somewhat confident,100 - 300 Mbps,Good,Complete
[not completed],Senior,College of Liberal Arts and Social Sciences,English,Male,White,Standard User [document writing/email/web],Laptop,2019,13'',,No,No,Good,Lenovo Yoga,Own,Chrome OS,Windows 10 Pro,Intel Core i7,,,,,,,,,,,,,,,,,,,,,,Incomplete
7/28/2020 14:13,Senior,College of Liberal Arts and Social Sciences,English,Female,White,Standard User [document writing/email/web],Laptop,2019,13'',,1 year,Built-in to my computer,Good,Apple Macbook Air,Own,Mac OS,Mojave,Intel Core i5,8 GB,256 GB,100 GB - 500 GB,No,,,,,,No,No,,Yes,iPhone,iPhone 11,No,,,Somewhat confident,100 - 300 Mbps,Good,Complete
7/28/2020 14:12,Freshman,College of Liberal Arts and Social Sciences,History,Male,White,Standard User [document writing/email/web],Laptop,2020,17'',,1 year,Built-in to my computer,Excellent,Apple Macbook Pro,Own,Mac OS,Catalina,Intel Core i9,32 GB,128 GB,< 100 GB,No,,,,,,No,No,,Yes,iPhone,iPhone 8,No,,,Neutral,300 - 500 Mbps,Good,Complete
7/28/2020 14:19,Junior,College of Liberal Arts and Social Sciences,Psychology,Female,White,Standard User [document writing/email/web],Laptop,2018,13'',,3 year,Built-in to my computer,Excellent,Apple Macbook Air,Own,Mac OS,High Sierra,Intel Core i5,8 GB,128 GB,< 100 GB,Yes,Cloud,,Apple iCloud,Weekly,Yes,No,Yes,No,Yes,iPhone,iPhone X Series,Yes,Apple Watch,Apple Watch 5,Somewhat confident,300 - 500 Mbps,Excellent,Complete
7/28/2020 14:22,Junior,College of Liberal Arts and Social Sciences,Comparative Cultural Studies,Male,White,Standard User [document writing/email/web],Laptop,2019,15'',,No,Built-in to my computer,Good,Other,Own,Windows OS,Windows 10 Home,Intel Core i7,16 GB,1 TB,100 GB - 500 GB,Yes,Cloud,,Microsoft OneDrive,Daily,Yes,No,Yes,Yes,Yes,iPhone,iPhone 8,Yes,Apple Watch,Apple Watch 2,Moderately confident,300 - 500 Mbps,Good,Complete
7/28/2020 14:29,Doctoral Student (PhD),College of Liberal Arts and Social Sciences,Hispanic Studies,Female,Hispanic,Standard User [document writing/email/web],Desktop,2014,15'',,No,Built-in to my computer,Good,Other,Own,Mac OS,Catalina,Other,32 GB,128 GB,500 GB - 1 TB,Yes,Both,Samsung,Apple iCloud,Other,No,No,Yes,Yes,Yes,iPhone,iPhone 8,Yes,Fitbit,Fitbit Versa,Neutral,100 - 300 Mbps,Excellent,Complete
7/28/2020 14:31,Junior,College of Liberal Arts and Social Sciences,Health and Human Performance,Male,Hispanic,Standard User [document writing/email/web],Laptop,2018,13'',,1 year,Built-in to my computer,Excellent,Other,Own,Windows OS,Windows 10 Home,Intel Core i7,16 GB,1 TB,500 GB - 1 TB,Yes,Both,Other,Google Drive,Monthly,No,No,Yes,No,Yes,iPhone,iphone XR ,Yes,Other,Other,Moderately confident,> 500 Mbps,Good,Complete
7/28/2020 14:34,Freshman,College of Liberal Arts and Social Sciences,Health and Human Performance,Male,White,Standard User [document writing/email/web],Laptop,2019,14'',,1 year,Built-in to my computer,Good,Apple Macbook Air,Own,Mac OS,Catalina,Intel Core i7,16 GB,1 TB,500 GB - 1 TB,No,,,,,,No,No,,Yes,iPhone,iPhone X Series,Yes,Other,Other,Neutral,300 - 500 Mbps,Average,Complete
7/28/2020 14:51,Freshman,College of Liberal Arts and Social Sciences,Health and Human Performance,Female,Hispanic,Standard User [document writing/email/web],Laptop,2020,13'',,1 year,Built-in to my computer,Excellent,Apple Macbook Air,Own,Mac OS,Catalina,Intel Core i5,8 GB,512 GB,< 100 GB,Yes,Cloud,,Microsoft OneDrive,Weekly,No,No,No,,Yes,iPhone,iPhone 7,No,,,Moderately confident,300 - 500 Mbps,Good,Complete
7/28/2020 14:52,Senior,College of Liberal Arts and Social Sciences,Jack J. Valenti School of Communication,Male,Asian American,Standard User [document writing/email/web],Laptop,2019,13'',,No,Built-in to my computer,Excellent,Apple Macbook Air,Own,Mac OS,Catalina,Intel Core i5,8 GB,128 GB,< 100 GB,No,,,,,,No,Yes,No,Yes,iPhone,iPhone X Series,No,,,Neutral,< 100 Mbps,Good,Complete
[not completed],Freshman,College of Liberal Arts and Social Sciences,Communication Sciences and Disorders,Female,Hispanic,Standard User [document writing/email/web],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
7/28/2020 15:08,Senior,College of Liberal Arts and Social Sciences,Health and Human Performance,Male,White,Standard User [document writing/email/web],Laptop,2016,13'',,No,Built-in to my computer,Excellent,Apple Macbook Pro,Own,Mac OS,Mojave,Intel Core i5,8 GB,256 GB,< 100 GB,Yes,External backup disk,Seagate,,Other,No,No,No,,Yes,iPhone,iPhone 6s,No,,,Moderately confident,< 100 Mbps,Excellent,Complete
[not completed],Freshman,College of Liberal Arts and Social Sciences,Health and Human Performance,Female,Asian American,Standard User [document writing/email/web],Laptop,2020,13'',,No,Built-in to my computer,Excellent,Apple Macbook Air,Own,Mac OS,Catalina,,,,,,,,,,,,,,,,,,,,,,,Incomplete
[not completed],Freshman,College of Liberal Arts and Social Sciences,History,Female,White,Standard User [document writing/email/web],Laptop,2019,15'',,No,Built-in to my computer,Good,Apple Macbook Pro,Own,Mac OS,Catalina,,,,,,,,,,,,,,,,,,,,,,,Incomplete
7/28/2020 15:17,Junior,College of Liberal Arts and Social Sciences,Jack J. Valenti School of Communication,Male,Hispanic,Standard User [document writing/email/web],Laptop,2017,13'',,3 year,No,Average,Dell Inspiron 7000,Own,Windows OS,Windows 10 Home,Intel Core i5,8 GB,256 GB,100 GB - 500 GB,No,,,,,,No,Yes,No,Yes,Samsung,Samsung Galaxy,No,,,Neutral,100 - 300 Mbps,Good,Complete
7/28/2020 15:12,Doctoral Student (PhD),College of Liberal Arts and Social Sciences,Psychology,Female,Multiracial,Power User [... plus programming/analytics],Laptop,2019,15'',,No,Built-in to my computer,Good,Lenovo ThinkPad,Own,Windows OS,Windows 10 Home,Intel Core i9,16 GB,512 GB,100 GB - 500 GB,No,,,,,,No,No,,Yes,iPhone,iPhone 6,No,,,Very confident,100 - 300 Mbps,Good,Complete
7/28/2020 15:23,Senior,College of Liberal Arts and Social Sciences,Psychology,Male,Multiracial,Power User [... plus programming/analytics],Laptop,2018,13'',,No,Built-in to my computer,Good,Other,Own,Windows OS,Windows 10 Home,Intel Core i5,16 GB,128 GB,100 GB - 500 GB,Yes,Cloud,,Microsoft OneDrive,Monthly,No,No,No,,Yes,iPhone,iPhone 8,No,,,Very confident,< 100 Mbps,Good,Complete
7/28/2020 15:25,Freshman,College of Liberal Arts and Social Sciences,Health and Human Performance,Female,Asian American,Standard User [document writing/email/web],Tablet,2020,13'',,No,Built-in to my computer,Good,Microsoft Surface,Own,Windows OS,Windows 10 Home,Intel Core i5,8 GB,128 GB,< 100 GB,No,,,,,,No,Yes,No,Yes,iPhone,iPhone X Series,Yes,Apple Watch,Apple Watch 1,Somewhat confident,100 - 300 Mbps,Fair,Complete
[not completed],Freshman,College of Liberal Arts and Social Sciences,Psychology,Female,African American,Standard User [document writing/email/web],Laptop,2020,17'',,1 year,Built-in to my computer,Excellent,Dell Inspiron 7000,Own,Windows OS,Windows 10 Home,,,,,,,,,,,,,,,,,,,,,,,Incomplete
[not completed],Junior,College of Liberal Arts and Social Sciences,Health and Human Performance,Female,Hispanic,Standard User [document writing/email/web],Laptop,2018,14'',,No,Built-in to my computer,Average,Other,Own,Windows OS,Windows 10 Home,,,,,,,,,,,,,,,,,,,,,,,Incomplete
[not completed],Sophomore,College of Liberal Arts and Social Sciences,Health and Human Performance,Female,Hispanic,Standard User [document writing/email/web],Laptop,2020,17'',,No,Built-in to my computer,Excellent,Apple Macbook Pro,Own,Mac OS,Catalina,,,,,,,,,,,,,,,,,,,,,,,Incomplete
[not completed],Senior,College of Liberal Arts and Social Sciences,Political Science,Female,Hispanic,Standard User [document writing/email/web],Laptop,2019,14'',,No,Built-in to my computer,Good,Other,Own,Windows OS,Windows 10 Home,,,,,,,,,,,,,,,,,,,,,,,Incomplete
[not completed],Junior,College of Liberal Arts and Social Sciences,Other,Female,Hispanic,Standard User [document writing/email/web],Laptop,2017,15'',,No,Built-in to my computer,Excellent,Other,Own,Windows OS,Windows 10 Home,,,,,,,,,,,,,,,,,,,,,,,Incomplete
7/28/2020 15:58,Sophomore,College of Liberal Arts and Social Sciences,English,Male,African American,Standard User [document writing/email/web],Laptop,2019,15'',,1 year,Built-in to my computer,Good,Other,Own,Windows OS,Windows 10 Home,Intel Core i7,16 GB,> 1 TB,500 GB - 1 TB,No,,,,,,No,Yes,No,Yes,Samsung,Other,No,,,Neutral,< 100 Mbps,Average,Complete
7/28/2020 16:34,Junior,College of Liberal Arts and Social Sciences,Psychology,Female,White,Standard User [document writing/email/web],Laptop,2019,13'',,1 year,Built-in to my computer,Good,Microsoft Surface,Own,Windows OS,Windows 10 Home,Intel Core i7,16 GB,256 GB,100 GB - 500 GB,No,,,,,,No,Yes,No,Yes,iPhone,iPhone X Series,Yes,Apple Watch,Apple Watch 2,Neutral,100 - 300 Mbps,Good,Complete
[not completed],Junior,College of Liberal Arts and Social Sciences,English,Female,White,Standard User [document writing/email/web],Desktop,2017,15'',,No,No,Good,Microsoft Surface,Own,Windows OS,Windows 10 Home,,,,,,,,,,,,,,,,,,,,,,,Incomplete
7/28/2020 16:42,Freshman,College of Liberal Arts and Social Sciences,Psychology,Female,African American,Standard User [document writing/email/web],Laptop,2015,14'',,No,Built-in to my computer,Poor,Lenovo Yoga,Own,Windows OS,Windows 10 Home,Intel Core i5,4 GB,128 GB,< 100 GB,Yes,Cloud,,Microsoft OneDrive,Daily,Yes,Yes,No,,No,,,No,,,Not confident,< 100 Mbps,Fair,Complete
[not completed],Senior,College of Liberal Arts and Social Sciences,Psychology,Female,White,Standard User [document writing/email/web],Laptop,2017,17'',,1 year,Built-in to my computer,Excellent,Apple Macbook Pro,Own,Chrome OS,Mojave,,,,,,,,,,,,,,,,,,,,,,,Incomplete
[not completed],Freshman,College of Liberal Arts and Social Sciences,Political Science,Female,Asian American,Standard User [document writing/email/web],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
[not completed],Freshman,College of Liberal Arts and Social Sciences,Health and Human Performance,Female,White,Standard User [document writing/email/web],Laptop,2019,13'',,No,Built-in to my computer,Good,Apple Macbook Air,Own,Mac OS,Catalina,,,,,,,,,,,,,,,,,,,,,,,Incomplete
7/28/2020 18:08,Freshman,College of Liberal Arts and Social Sciences,Health and Human Performance,Female,White,Standard User [document writing/email/web],Laptop,2020,13'',,3 year,Built-in to my computer,Excellent,Apple Macbook Pro,Own,Mac OS,Catalina,Intel Core i5,16 GB,512 GB,< 100 GB,Yes,Cloud,,Apple iCloud,Monthly,No,No,No,,Yes,iPhone,iPhone 11,Yes,Apple Watch,Apple Watch 3,Somewhat confident,> 500 Mbps,Good,Complete
[not completed],Senior,College of Liberal Arts and Social Sciences,Jack J. Valenti School of Communication,Female,African American,Standard User [document writing/email/web],Laptop,2014,13'',,No,Built-in to my computer,Average,Apple Macbook Air,Own,Mac OS,High Sierra,,,,,,,,,,,,,,,,,,,,,,,Incomplete
[not completed],Freshman,College of Liberal Arts and Social Sciences,Psychology,Female,African American,Standard User [document writing/email/web],Laptop,2020,13'',,No,Built-in to my computer,Good,Apple Macbook Air,Own,Mac OS,Windows 10 Home,,,,,,,,,,,,,,,,,,,,,,,Incomplete
7/28/2020 18:34,Senior,College of Liberal Arts and Social Sciences,Health and Human Performance,Prefer Not to Say,Prefer Not to Say,Standard User [document writing/email/web],Laptop,2016,Other,"16""",No,Built-in to my computer,Average,Other,Own,Windows OS,Windows 10 Home,Intel Core i5,16 GB,128 GB,100 GB - 500 GB,Yes,Cloud,,Google Drive,Daily,Yes,Yes,No,,Yes,iPhone,iPhone 11,No,,,Very confident,300 - 500 Mbps,Good,Complete
[not completed],Freshman,College of Liberal Arts and Social Sciences,Psychology,Female,Asian American,Standard User [document writing/email/web],Laptop,2019,13'',,1 year,Built-in to my computer,Good,Apple Macbook Pro,Own,Mac OS,High Sierra,,,,,,,,,,,,,,,,,,,,,,,Incomplete
7/28/2020 18:35,Junior,College of Liberal Arts and Social Sciences,English,Male,White,Standard User [document writing/email/web],Laptop,2020,Other,"11""",No,Built-in to my computer,Good,Apple Macbook Pro,Own,Mac OS,Catalina,Intel Core i5,8 GB,256 GB,< 100 GB,No,,,,,,No,No,,Yes,iPhone,iPhone 5,No,,,Not confident,100 - 300 Mbps,Average,Complete
7/28/2020 18:40,Freshman,College of Liberal Arts and Social Sciences,English,Female,Asian American,Standard User [document writing/email/web],Laptop,2018,15'',,No,Built-in to my computer,Average,Lenovo Yoga,Own,Windows OS,Windows 10 Home,Intel Core i5,8 GB,256 GB,100 GB - 500 GB,No,,,,,,No,No,,Yes,iPhone,iPhone 11,No,,,Not confident,100 - 300 Mbps,Good,Complete
[not completed],Freshman,College of Liberal Arts and Social Sciences,English,Female,African American,Standard User [document writing/email/web],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
7/28/2020 18:45,Doctoral Student (PhD),College of Liberal Arts and Social Sciences,Psychology,Female,White,Power User [... plus programming/analytics],Laptop,2016,13'',,No,Built-in to my computer,Good,Apple Macbook Pro,Own,Mac OS,Catalina,Intel Core i5,8 GB,256 GB,100 GB - 500 GB,Yes,Both,Samsung,Apple iCloud,Weekly,Yes,No,No,,Yes,iPhone,iPhone 11,Yes,Apple Watch,Apple Watch 3,Very confident,< 100 Mbps,Fair,Complete
7/28/2020 18:41,Post-Baccalaureate (non-degree option),College of Liberal Arts and Social Sciences,Health and Human Performance,Male,Hispanic,Standard User [document writing/email/web],Laptop,2016,13'',,No,Built-in to my computer,Average,Other,Own,Windows OS,Windows 10 Home,Intel Core i5,8 GB,128 GB,< 100 GB,No,,,,,,No,No,,Yes,Samsung,Other,No,,,Not confident,< 100 Mbps,Fair,Complete
7/30/2020 19:36,Sophomore,College of Liberal Arts and Social Sciences,Communication Sciences and Disorders,Female,Hispanic,Standard User [document writing/email/web],Laptop,2019,13'',,No,Built-in to my computer,Excellent,Apple Macbook Pro,Own,Chrome OS,Mojave,Intel Core i7,16 GB,256 GB,100 GB - 500 GB,Yes,Cloud,,Apple iCloud,Weekly,No,No,Yes,Yes,Yes,iPhone,Other,No,,,Moderately confident,300 - 500 Mbps,Good,Complete
[not completed],Senior,College of Liberal Arts and Social Sciences,Communication Sciences and Disorders,Female,White,Standard User [document writing/email/web],Laptop,2017,14'',,No,Built-in to my computer,Fair,Apple Macbook Pro,Own,Mac OS,High Sierra,,,,,,,,,,,,,,,,,,,,,,,Incomplete
[not completed],Junior,College of Liberal Arts and Social Sciences,Communication Sciences and Disorders,Female,White,Standard User [document writing/email/web],Laptop,2020,14'',,1 year,Built-in to my computer,Excellent,Lenovo Yoga,Own,Chrome OS,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
[not completed],Freshman,College of Liberal Arts and Social Sciences,Other,Female,White,Standard User [document writing/email/web],Laptop,2018,14'',,No,Built-in to my computer,Excellent,Apple Macbook Pro,Own,Mac OS,Other,,,,,,,,,,,,,,,,,,,,,,,Incomplete
7/28/2020 20:36,Freshman,College of Liberal Arts and Social Sciences,Psychology,Female,Asian American,Standard User [document writing/email/web],Laptop,2020,15'',,1 year,Built-in to my computer,Good,Dell Inspiron 5000,Own,Windows OS,Windows 10 Home,Intel Core i7,16 GB,512 GB,100 GB - 500 GB,No,,,,,,No,No,,Yes,iPhone,iPhone 7 plus,No,,,Neutral,< 100 Mbps,Good,Complete
7/28/2020 20:27,Freshman,College of Liberal Arts and Social Sciences,Health and Human Performance,Female,White,Standard User [document writing/email/web],Laptop,2020,13'',,3 year,Built-in to my computer,Average,Apple Macbook Pro,Own,Mac OS,Catalina,Intel Core i5,8 GB,256 GB,< 100 GB,Yes,Cloud,,Apple iCloud,Monthly,Yes,No,No,,Yes,iPhone,iPhone X Series,Yes,Apple Watch,Apple Watch 3,Not confident,300 - 500 Mbps,Average,Complete
[not completed],Junior,College of Liberal Arts and Social Sciences,Psychology,Male,African American,Standard User [document writing/email/web],Desktop,2018,Other,24in,No,External,Average,Other,Own,Windows OS,Windows 10 Home,AMD Ryzen,16 GB,> 1 TB,> 1 TB,No,,,,,,No,No,,Yes,iPhone,iPhone 11,No,,,,,,Incomplete
[not completed],Senior,College of Liberal Arts and Social Sciences,Other,Male,White,Standard User [document writing/email/web],Laptop,2016,15'',,No,Built-in to my computer,Fair,Apple Macbook Pro,Own,Mac OS,Other,,,,,,,,,,,,,,,,,,,,,,,Incomplete
[not completed],Junior,College of Liberal Arts and Social Sciences,Communication Sciences and Disorders,Female,White,Standard User [document writing/email/web],Tablet,2018,13'',,1 year,Built-in to my computer,Good,Microsoft Surface,Own,Chrome OS,Windows 10 Home,,,,,,,,,,,,,,,,,,,,,,,Incomplete
[not completed],Senior,College of Liberal Arts and Social Sciences,Psychology,Non-binary/non-conforming,Asian American,Standard User [document writing/email/web],Laptop,2017,15'',,No,Built-in to my computer,Good,Other,Own,Windows OS,Windows 10 Home,Intel Core i5,,,,,,,,,,,,,,,,,,,,,,Incomplete
7/28/2020 22:11,Freshman,College of Liberal Arts and Social Sciences,Sociology,Non-binary/non-conforming,White,Standard User [document writing/email/web],Laptop,2019,13'',,1 year,Built-in to my computer,Excellent,Apple Macbook Air,Own,Mac OS,Other,Intel Core i9,16 GB,128 GB,< 100 GB,Yes,Cloud,,Apple iCloud,Weekly,No,No,No,,Yes,iPhone,iPhone X Series,No,,,Very confident,100 - 300 Mbps,Average,Complete
7/28/2020 22:32,Freshman,College of Liberal Arts and Social Sciences,History,Male,White,Standard User [document writing/email/web],Desktop,2020,Other,"32"" ",No,External,Excellent,Other,Own,Windows OS,Windows 10 Home,AMD Ryzen,16 GB,> 1 TB,> 1 TB,Yes,Cloud,,Microsoft OneDrive,Weekly,Yes,No,No,,Yes,iPhone,iPhone 7 plus,No,,,Very confident,< 100 Mbps,Good,Complete
7/28/2020 22:17,Freshman,College of Liberal Arts and Social Sciences,Psychology,Male,Asian American,Standard User [document writing/email/web],Desktop,2019,Other,"29""",No,No,Good,Other,Own,Windows OS,Windows 10 Home,Intel Core i5,16 GB,> 1 TB,500 GB - 1 TB,No,,,,,,No,Yes,No,Yes,Samsung,Samsung Galaxy,No,,,Somewhat confident,< 100 Mbps,Good,Complete
[not completed],Senior,College of Liberal Arts and Social Sciences,Jack J. Valenti School of Communication,Female,Hispanic,Standard User [document writing/email/web],Laptop,2017,15'',,No,Built-in to my computer,Fair,Dell Inspiron 3000,Own,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
[not completed],Freshman,College of Liberal Arts and Social Sciences,Health and Human Performance,Female,Native American,Standard User [document writing/email/web],Laptop,2017,13'',,No,Built-in to my computer,Good,Microsoft Surface,Own,Windows OS,Windows 10 Home,,,,,,,,,,,,,,,,,,,,,,,Incomplete
[not completed],Senior,College of Liberal Arts and Social Sciences,Jack J. Valenti School of Communication,Female,Hispanic,Standard User [document writing/email/web],Laptop,2010,13'',,No,No,Poor,Microsoft Surface,Other,Windows OS,Windows 10 Home,,,,,,,,,,,,,,,,,,,,,,,Incomplete
[not completed],Freshman,College of Liberal Arts and Social Sciences,Jack J. Valenti School of Communication,Female,Hispanic,Standard User [document writing/email/web],Laptop,2017,13'',,No,Built-in to my computer,Good,Apple Macbook Air,Own,Mac OS,Catalina,Intel Core i5,8 GB,128 GB,< 100 GB,No,,,,,,No,No,,Yes,iPhone,iPhone 11,No,,,,,,Incomplete
[not completed],Senior,College of Liberal Arts and Social Sciences,Psychology,Female,African American,Standard User [document writing/email/web],Laptop,2016,13'',,No,No,Poor,Apple Macbook Air,Other,Mac OS,Catalina,Intel Core i9,4 GB,128 GB,< 100 GB,,,,,,,,,,,,,,,,,,,Incomplete
[not completed],Senior,College of Liberal Arts and Social Sciences,Communication Sciences and Disorders,Female,African American,Standard User [document writing/email/web],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
7/29/2020 3:22,Freshman,College of Liberal Arts and Social Sciences,Health and Human Performance,Female,Hispanic,Standard User [document writing/email/web],Laptop,2020,13'',,No,Built-in to my computer,Average,Dell Latitude 5000,Own,Windows OS,Windows 10 Pro,Intel Core i5,8 GB,256 GB,< 100 GB,Yes,Cloud,,Microsoft OneDrive,Daily,Yes,No,No,,Yes,iPhone,iPhone 8,Yes,Fitbit,Fitbit Versa,Somewhat confident,100 - 300 Mbps,Average,Complete
7/29/2020 3:28,Freshman,College of Liberal Arts and Social Sciences,Communication Sciences and Disorders,Female,African American,Standard User [document writing/email/web],Laptop,2019,15'',,No,Built-in to my computer,Excellent,Apple Macbook Air,Own,Mac OS,High Sierra,Intel Core i9,8 GB,128 GB,< 100 GB,No,,,,,,No,No,,No,,,Yes,Apple Watch,Apple Watch 4,Not confident,< 100 Mbps,Poor,Complete
7/29/2020 6:27,Sophomore,College of Liberal Arts and Social Sciences,Health and Human Performance,Female,Asian American,Standard User [document writing/email/web],Laptop,2018,Other,10',1 year,Built-in to my computer,Excellent,Microsoft Surface,Own,Windows OS,Windows 10 Pro,Intel Core i7,8 GB,256 GB,100 GB - 500 GB,No,,,,,,No,No,,Yes,iPhone,iPhone X Series,No,,,Very confident,300 - 500 Mbps,Good,Complete
[not completed],Junior,College of Liberal Arts and Social Sciences,Psychology,Male,Hispanic,Standard User [document writing/email/web],Desktop,2015,17'',,No,Built-in to my computer,Average,Other,Own,Windows OS,Windows 10 Home,,,,,,,,,,,,,,,,,,,,,,,Incomplete
[not completed],Senior,College of Liberal Arts and Social Sciences,Psychology,Female,White,Standard User [document writing/email/web],Desktop,2016,Other,"20""",No,No,Fair,Other,Own,Windows OS,Windows 7 Pro,,4 GB,,,,,,,,,,,,,,,,,,,,,Incomplete
7/29/2020 10:31,Senior,College of Liberal Arts and Social Sciences,Modern and Classical Languages,Female,Multiracial,Standard User [document writing/email/web],Laptop,2018,14'',,No,Built-in to my computer,Fair,Other,Own,Chrome OS,Windows 10 Pro,Intel Core i9,8 GB,128 GB,< 100 GB,Yes,Cloud,,Google Drive,Weekly,No,No,Yes,No,Yes,iPhone,Other,No,,,Neutral,300 - 500 Mbps,Average,Complete
[not completed],Freshman,College of Liberal Arts and Social Sciences,Jack J. Valenti School of Communication,Female,Hispanic,Standard User [document writing/email/web],Laptop,2017,14'',,No,Built-in to my computer,Fair,Other,Own,Windows OS,Windows 10 Home,,,,,,,,,,,,,,,,,,,,,,,Incomplete
[not completed],Post-Baccalaureate (non-degree option),College of Liberal Arts and Social Sciences,Psychology,Female,Asian American,Standard User [document writing/email/web],Laptop,2019,13'',,No,Built-in to my computer,Good,Apple Macbook Air,Own,Mac OS,Catalina,,,,,,,,,,,,,,,,,,,,,,,Incomplete
7/29/2020 10:54,Senior,College of Liberal Arts and Social Sciences,Psychology,Female,Asian American,Standard User [document writing/email/web],Laptop,2015,15'',,No,Built-in to my computer,Good,Apple Macbook Pro,Own,Mac OS,Catalina,Intel Core i9,> 32 GB,128 GB,< 100 GB,Yes,Cloud,,Apple iCloud,Monthly,Yes,No,No,,Yes,iPhone,iPhone 11,No,,,Neutral,300 - 500 Mbps,Good,Complete
7/29/2020 10:59,Freshman,College of Liberal Arts and Social Sciences,Political Science,Female,Hispanic,Standard User [document writing/email/web],Laptop,2013,Other,"11""",No,Built-in to my computer,Average,Apple Macbook Air,Own,Mac OS,Catalina,Intel Core i5,4 GB,128 GB,< 100 GB,Yes,Both,WD,Apple iCloud,Monthly,Yes,No,No,,Yes,iPhone,iPhone 11,No,,,Neutral,300 - 500 Mbps,Good,Complete
7/29/2020 12:01,Freshman,College of Liberal Arts and Social Sciences,Modern and Classical Languages,Female,Hispanic,Standard User [document writing/email/web],Laptop,2020,13'',,1 year,Built-in to my computer,Good,Apple Macbook Air,Own,Mac OS,Catalina,Intel Core i5,8 GB,256 GB,< 100 GB,No,,,,,,No,No,,Yes,iPhone,iPhone X Series,No,,,Somewhat confident,< 100 Mbps,Good,Complete
7/29/2020 12:06,Freshman,College of Liberal Arts and Social Sciences,,Male,Asian American,Standard User [document writing/email/web],Laptop,2016,14'',,No,Built-in to my computer,Average,Dell Inspiron 5000,Own,Windows OS,Windows 10 Home,Intel Core i5,4 GB,256 GB,100 GB - 500 GB,Yes,Cloud,,Google Drive,Monthly,No,No,No,,Yes,Samsung,Samsung Galaxy,No,,,Very confident,100 - 300 Mbps,Good,Complete
7/29/2020 12:26,Freshman,College of Liberal Arts and Social Sciences,Sociology,Female,White,Standard User [document writing/email/web],Laptop,2019,13'',,3 year,Built-in to my computer,Excellent,Other,Own,Windows OS,Windows 10 Home,Intel Core i7,16 GB,1 TB,100 GB - 500 GB,Yes,Cloud,,Microsoft OneDrive,Weekly,No,No,Yes,Yes,Yes,Samsung,Samsung Galaxy,Yes,Fitbit,Fitbit Versa,Very confident,100 - 300 Mbps,Excellent,Complete
7/29/2020 12:32,Masters Student (MS),College of Liberal Arts and Social Sciences,Communication Sciences and Disorders,Female,Hispanic,Standard User [document writing/email/web],Laptop,2015,13'',,No,Built-in to my computer,Poor,Apple Macbook Air,Own,Mac OS,Other,Other,4 GB,128 GB,100 GB - 500 GB,Yes,Cloud,,Google Drive,Other,No,Yes,No,,Yes,iPhone,iPhone 8,No,,,Not confident,< 100 Mbps,Poor,Complete
7/29/2020 13:42,Senior,College of Liberal Arts and Social Sciences,Psychology,Female,Hispanic,Standard User [document writing/email/web],Laptop,2018,13'',,No,No,Fair,Other,Own,Windows OS,Windows 10 Home,Intel Core i5,8 GB,128 GB,100 GB - 500 GB,No,,,,,,Yes,No,,Yes,Google,Google Pixel 4,No,,,Not confident,< 100 Mbps,Poor,Complete
[not completed],Junior,College of Liberal Arts and Social Sciences,Psychology,Female,Asian American,Standard User [document writing/email/web],Laptop,2018,13'',,No,Built-in to my computer,Excellent,Apple Macbook Pro,Own,Mac OS,Catalina,,,,,,,,,,,,,,,,,,,,,,,Incomplete
7/29/2020 14:27,Freshman,College of Liberal Arts and Social Sciences,Psychology,Female,White,Standard User [document writing/email/web],Laptop,2019,13'',,1 year,Built-in to my computer,Good,Apple Macbook Pro,Own,Mac OS,Catalina,Intel Core i5,8 GB,256 GB,< 100 GB,Yes,External backup disk,Seagate,,Other,No,No,No,,Yes,iPhone,iPhone X Series,Yes,Apple Watch,Apple Watch 3,Somewhat confident,> 500 Mbps,Good,Complete
[not completed],Sophomore,College of Liberal Arts and Social Sciences,Political Science,Female,Multiracial,Standard User [document writing/email/web],Laptop,2013,14'',,No,Built-in to my computer,Average,Apple Macbook Air,Own,Mac OS,Catalina,,,,,,,,,,,,,,,,,,,,,,,Incomplete
